person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24,31000,RENT,1,EDUCATION,D,2500,14.54,1,0.08,Y,3
26,31200,RENT,4,VENTURE,B,2500,10.37,0,0.08,N,3
21,31544,MORTGAGE,,MEDICAL,A,2200,7.9,0,0.07,N,2
23,31577,OWN,6,EDUCATION,A,2500,6.92,0,0.08,N,4
21,32000,RENT,1,VENTURE,A,2500,7.4,0,0.08,N,3
25,33000,RENT,6,DEBTCONSOLIDATION,B,2500,10.59,0,0.08,N,2
23,33448,RENT,2,EDUCATION,C,2500,11.66,0,0.07,Y,2
23,33500,RENT,2,EDUCATION,E,2500,15.68,1,0.07,Y,4
21,34368,RENT,0,DEBTCONSOLIDATION,C,2500,12.87,0,0.07,Y,2
21,31776,MORTGAGE,5,VENTURE,A,6000,8.9,0,0.19,N,3
23,34800,RENT,7,EDUCATION,A,2500,6.39,0,0.07,N,2
26,35000,RENT,2,MEDICAL,A,2500,8.9,0,0.07,N,3
23,35000,RENT,0,DEBTCONSOLIDATION,A,2500,7.51,0,0.07,N,2
24,29000,RENT,2,MEDICAL,D,2500,,1,0.09,N,4
22,30000,RENT,2,EDUCATION,A,2500,8.49,1,0.08,N,2
21,30000,RENT,3,DEBTCONSOLIDATION,A,2500,7.14,1,0.08,N,4
22,30000,RENT,0,EDUCATION,C,2500,13.16,1,0.08,Y,4
25,31920,MORTGAGE,8,MEDICAL,C,4500,,0,0.14,Y,2
26,37000,RENT,2,VENTURE,A,2500,7.14,0,0.07,N,3
26,37225,RENT,4,PERSONAL,C,2500,,0,0.07,N,3
26,31992,OTHER,0,VENTURE,A,6500,,0,0.2,N,4
25,32000,RENT,1,MEDICAL,E,2500,16.45,1,0.08,Y,2
25,38060,RENT,9,DEBTCONSOLIDATION,B,2500,12.53,0,0.07,N,2
23,39200,RENT,1,EDUCATION,A,2500,7.74,0,0.06,N,3
23,32000,MORTGAGE,7,EDUCATION,B,10000,11.71,0,0.31,N,2
24,40000,RENT,6,PERSONAL,C,2500,15.27,0,0.06,N,3
25,40000,RENT,3,MEDICAL,B,2500,9.99,0,0.06,N,3
23,40000,RENT,0,DEBTCONSOLIDATION,B,2500,,0,0.06,N,2
25,32000,MORTGAGE,8,DEBTCONSOLIDATION,A,5600,7.9,0,0.17,N,3
22,34000,RENT,2,HOMEIMPROVEMENT,C,2500,13.57,1,0.07,Y,3
22,35500,RENT,6,MEDICAL,D,2500,15.62,1,0.07,N,2
24,36000,RENT,2,HOMEIMPROVEMENT,D,2500,16.77,1,0.07,N,3
21,42000,RENT,5,MEDICAL,B,2500,9.99,0,0.06,N,2
22,32000,MORTGAGE,0,EDUCATION,A,1700,7.9,0,0.05,N,4
23,42000,RENT,0,EDUCATION,B,2500,11.49,0,0.06,N,2
23,42000,RENT,4,EDUCATION,C,2500,13.61,0,0.06,N,4
22,42000,RENT,0,VENTURE,C,2500,13.92,0,0.06,Y,3
25,36228,RENT,4,MEDICAL,A,2500,7.66,1,0.07,N,2
21,32000,MORTGAGE,4,PERSONAL,B,2500,11.71,1,0.08,N,3
21,42500,RENT,0,DEBTCONSOLIDATION,B,2500,,0,0.06,N,2
26,43000,RENT,3,EDUCATION,C,2500,13.49,0,0.06,N,2
22,37000,RENT,2,HOMEIMPROVEMENT,D,2500,17.49,1,0.07,N,3
25,45000,RENT,5,MEDICAL,B,2500,12.69,0,0.06,N,4
21,32000,MORTGAGE,,MEDICAL,A,8000,5.99,0,0.25,N,3
24,32000,MORTGAGE,5,HOMEIMPROVEMENT,A,6000,5.42,0,0.19,N,4
23,32000,MORTGAGE,4,EDUCATION,A,2000,5.99,0,0.06,N,2
22,45000,RENT,5,MEDICAL,C,2500,14.35,0,0.06,Y,2
26,46000,RENT,10,DEBTCONSOLIDATION,A,2500,8.49,0,0.05,N,4
26,46500,RENT,1,DEBTCONSOLIDATION,C,2500,14.72,0,0.05,Y,3
26,47004,RENT,9,MEDICAL,D,2500,15.65,0,0.05,Y,3
22,32000,MORTGAGE,3,EDUCATION,A,6000,8.49,0,0.19,N,2
24,48000,RENT,4,EDUCATION,C,2500,13.35,0,0.05,N,4
22,49500,RENT,7,MEDICAL,C,2500,14.27,0,0.05,Y,2
26,32000,MORTGAGE,4,EDUCATION,A,4900,5.99,0,0.15,N,3
22,45630,RENT,0,EDUCATION,E,2500,18.64,1,0.05,N,2
23,51873,RENT,2,VENTURE,A,2500,,0,0.05,N,3
22,32000,MORTGAGE,,EDUCATION,A,11050,7.49,0,0.35,N,2
26,52000,RENT,6,DEBTCONSOLIDATION,C,2500,14.82,0,0.05,Y,2
24,46180,RENT,1,VENTURE,C,2500,13.98,1,0.05,Y,3
25,54000,RENT,4,PERSONAL,C,2500,13.98,0,0.05,N,2
23,54000,RENT,7,EDUCATION,D,2500,16.32,0,0.05,Y,2
25,32000,MORTGAGE,3,PERSONAL,B,15000,11.11,0,0.47,N,4
22,54996,RENT,6,DEBTCONSOLIDATION,C,2500,14.35,0,0.05,Y,4
26,48996,RENT,8,DEBTCONSOLIDATION,D,2500,14.59,1,0.05,N,2
25,55000,RENT,4,PERSONAL,A,2500,7.88,0,0.05,N,2
22,55000,RENT,5,EDUCATION,B,2500,,0,0.05,N,4
23,49000,RENT,1,DEBTCONSOLIDATION,F,2500,,1,0.05,N,2
24,57600,RENT,8,EDUCATION,C,2500,14.72,0,0.04,Y,3
25,32000,MORTGAGE,7,PERSONAL,B,3250,10.74,1,0.1,N,2
23,59000,RENT,7,PERSONAL,D,2500,14.96,0,0.04,N,2
22,60000,RENT,5,DEBTCONSOLIDATION,C,2500,,0,0.04,Y,4
25,60000,RENT,9,PERSONAL,A,2500,8.63,0,0.04,N,3
23,61000,RENT,3,DEBTCONSOLIDATION,A,2500,7.49,0,0.04,N,3
26,32000,MORTGAGE,7,VENTURE,C,4800,12.61,0,0.15,Y,3
25,32000,MORTGAGE,3,DEBTCONSOLIDATION,B,6250,11.49,0,0.2,N,3
23,63000,RENT,7,EDUCATION,C,2500,14.72,0,0.04,N,2
26,64000,RENT,3,MEDICAL,B,2500,10.99,0,0.04,N,3
25,65004,RENT,10,MEDICAL,B,2500,10.08,0,0.04,N,2
24,69996,RENT,3,DEBTCONSOLIDATION,B,2500,12.53,0,0.04,N,3
24,32000,MORTGAGE,4,VENTURE,B,3000,10.75,0,0.09,N,4
22,54400,RENT,6,MEDICAL,D,2500,16.49,1,0.04,Y,3
24,32000,MORTGAGE,7,VENTURE,A,4500,6.76,0,0.14,N,2
24,64000,RENT,4,HOMEIMPROVEMENT,B,2500,11.14,1,0.04,N,3
24,70082,RENT,5,VENTURE,C,2500,12.61,0,0.04,N,4
24,79800,RENT,8,HOMEIMPROVEMENT,B,2500,9.62,0,0.03,N,2
26,82400,RENT,10,VENTURE,C,2500,13.92,0,0.03,N,3
26,85000,RENT,1,EDUCATION,A,2500,8.59,0,0.03,N,2
23,92500,RENT,6,VENTURE,B,2500,10.74,0,0.03,N,3
24,32000,MORTGAGE,6,EDUCATION,A,12250,8.94,0,0.38,N,4
23,112995,RENT,7,VENTURE,A,2500,7.37,0,0.02,N,3
26,121000,RENT,2,EDUCATION,A,2500,7.66,0,0.02,N,4
26,200004,RENT,7,MEDICAL,C,2500,13.61,0,0.01,Y,2
23,10560,RENT,0,DEBTCONSOLIDATION,B,2800,9.99,1,0.27,N,4
23,13000,RENT,3,PERSONAL,D,2800,15.21,1,0.22,Y,2
25,13380,RENT,0,PERSONAL,D,2800,14.61,1,0.21,Y,2
22,14400,RENT,5,VENTURE,A,2800,6.54,1,0.19,N,3
22,32000,MORTGAGE,0,VENTURE,A,6950,7.74,0,0.22,N,3
21,14800,RENT,5,DEBTCONSOLIDATION,A,2800,8,1,0.19,N,3
26,15000,RENT,1,EDUCATION,D,2800,15.31,1,0.19,Y,4
23,32000,MORTGAGE,4,VENTURE,A,1200,7.68,0,0.04,N,4
21,15600,RENT,0,MEDICAL,A,2800,7.4,1,0.18,N,4
23,32000,MORTGAGE,1,DEBTCONSOLIDATION,B,15000,11.58,0,0.47,N,4
25,20800,RENT,0,HOMEIMPROVEMENT,D,2800,15.21,1,0.13,Y,4
21,32000,OWN,3,PERSONAL,E,4500,16,0,0.14,N,4
24,21168,RENT,3,VENTURE,C,2800,14.22,0,0.13,Y,4
22,23000,RENT,1,MEDICAL,F,2800,21.74,1,0.12,N,4
23,23760,RENT,2,DEBTCONSOLIDATION,B,2800,,0,0.12,N,2
23,24000,RENT,2,MEDICAL,B,2800,11.49,1,0.12,N,4
25,32000,MORTGAGE,1,DEBTCONSOLIDATION,C,8000,13.16,0,0.25,N,2
21,32000,MORTGAGE,5,DEBTCONSOLIDATION,B,4200,11.58,0,0.13,N,2
25,32000,MORTGAGE,1,HOMEIMPROVEMENT,A,2500,7.68,1,0.08,N,3
22,32000,MORTGAGE,2,MEDICAL,C,7500,,0,0.23,Y,3
23,26500,RENT,1,EDUCATION,C,2800,12.29,0,0.11,N,3
22,27000,RENT,3,MEDICAL,A,2800,7.51,1,0.1,N,3
22,32000,OWN,1,MEDICAL,B,1200,9.96,0,0.04,N,2
23,32000,MORTGAGE,0,HOMEIMPROVEMENT,D,2500,12.8,1,0.08,Y,3
23,28800,RENT,5,PERSONAL,B,2800,10.38,0,0.1,N,2
22,29376,RENT,1,EDUCATION,A,2800,7.43,0,0.1,N,4
26,30000,RENT,,VENTURE,C,2800,14.65,0,0.09,Y,3
22,19200,RENT,3,MEDICAL,C,2850,15.27,0,0.15,Y,4
25,32004,MORTGAGE,,MEDICAL,A,7200,5.42,0,0.22,N,4
25,32004,MORTGAGE,3,PERSONAL,A,22750,6.17,0,0.71,N,4
24,45000,RENT,3,MEDICAL,D,2850,11.86,0,0.06,N,2
23,32004,OWN,0,EDUCATION,E,9250,17.19,0,0.29,N,4
22,90000,RENT,5,VENTURE,A,2850,5.99,0,0.03,N,3
23,28000,RENT,2,VENTURE,C,2875,15.23,0,0.1,Y,3
25,36800,RENT,1,MEDICAL,C,2875,11.28,0,0.08,Y,4
22,32004,MORTGAGE,6,EDUCATION,A,10000,7.51,0,0.31,N,2
26,66000,RENT,0,DEBTCONSOLIDATION,A,2875,7.49,0,0.04,N,2
24,32004,MORTGAGE,5,VENTURE,C,14000,12.73,0,0.44,N,4
21,19000,RENT,0,PERSONAL,A,2900,8,0,0.15,N,2
26,31200,RENT,0,MEDICAL,B,2900,9.91,0,0.09,N,2
22,31500,RENT,3,DEBTCONSOLIDATION,D,2900,,1,0.09,N,4
25,50000,RENT,0,EDUCATION,A,2900,8,0,0.06,N,4
22,27000,RENT,5,PERSONAL,B,2925,10.71,0,0.11,N,4
22,32004,MORTGAGE,6,EDUCATION,B,10000,10.83,0,0.31,N,3
22,32004,OWN,0,EDUCATION,A,6600,9.07,0,0.21,N,3
22,25000,RENT,0,VENTURE,B,2975,9.96,0,0.12,N,2
21,49800,RENT,6,EDUCATION,A,2975,7.9,0,0.06,N,2
22,32112,MORTGAGE,4,PERSONAL,C,15000,13.98,0,0.47,N,3
24,10000,RENT,8,PERSONAL,A,3000,7.9,1,0.3,N,3
23,32198,MORTGAGE,3,EDUCATION,B,1000,10.95,0,0.03,N,2
21,12000,RENT,5,EDUCATION,A,3000,8.9,1,0.25,N,4
21,12000,RENT,0,VENTURE,A,3000,7.88,1,0.25,N,3
23,13200,RENT,0,DEBTCONSOLIDATION,C,3000,,1,0.23,N,3
21,32268,OWN,0,MEDICAL,A,8000,8,0,0.25,N,3
23,14000,RENT,4,VENTURE,A,3000,7.74,1,0.21,N,3
21,14400,RENT,2,MEDICAL,C,3000,13.43,1,0.21,Y,3
22,32352,MORTGAGE,6,HOMEIMPROVEMENT,C,1000,15.27,1,0.03,Y,2
21,14400,RENT,2,HOMEIMPROVEMENT,B,3000,9.63,1,0.21,N,2
23,32388,MORTGAGE,0,EDUCATION,B,6000,10.71,0,0.19,N,4
26,14400,RENT,1,VENTURE,B,3000,,1,0.21,N,2
22,15000,RENT,3,EDUCATION,B,3000,9.91,1,0.2,N,3
22,15000,RENT,2,VENTURE,A,3000,7.51,1,0.2,N,4
22,32400,MORTGAGE,6,VENTURE,B,4200,10.99,0,0.13,N,4
25,32400,MORTGAGE,9,PERSONAL,C,10000,13.99,0,0.31,Y,3
22,32400,MORTGAGE,,PERSONAL,A,5000,7.49,0,0.15,N,3
25,32400,MORTGAGE,2,DEBTCONSOLIDATION,A,4800,7.29,0,0.15,N,4
22,32400,MORTGAGE,6,EDUCATION,A,3625,6.92,0,0.11,N,3
23,16080,RENT,,DEBTCONSOLIDATION,D,3000,16.29,1,0.19,Y,2
21,32400,MORTGAGE,2,EDUCATION,A,10000,5.42,0,0.31,N,2
22,16320,RENT,0,HOMEIMPROVEMENT,C,3000,13.92,1,0.18,Y,4
26,17280,RENT,0,HOMEIMPROVEMENT,C,3000,,1,0.17,N,4
25,17400,RENT,0,EDUCATION,B,3000,11.83,1,0.17,N,4
23,17520,RENT,5,DEBTCONSOLIDATION,B,3000,10.37,1,0.17,N,4
21,17916,RENT,1,MEDICAL,A,3000,6,1,0.17,N,3
23,18000,RENT,1,HOMEIMPROVEMENT,B,3000,11.71,1,0.17,N,4
21,18000,RENT,0,DEBTCONSOLIDATION,A,3000,7.9,1,0.17,N,2
22,32400,MORTGAGE,1,DEBTCONSOLIDATION,A,5500,,0,0.17,N,2
21,32400,MORTGAGE,5,PERSONAL,E,5000,16,1,0.15,N,2
24,18000,RENT,5,PERSONAL,C,3000,15.27,1,0.17,Y,2
23,18000,RENT,1,HOMEIMPROVEMENT,D,3000,15.99,1,0.17,Y,2
22,18000,RENT,0,MEDICAL,C,3000,13.99,1,0.17,Y,4
26,32450,MORTGAGE,5,MEDICAL,A,3250,6.99,0,0.1,N,4
22,18000,RENT,3,DEBTCONSOLIDATION,B,3000,10.59,1,0.17,N,3
23,18000,RENT,4,PERSONAL,C,3000,13.06,1,0.17,N,2
22,18000,RENT,2,VENTURE,B,3000,,1,0.17,N,2
22,18000,RENT,1,PERSONAL,B,3000,11.86,1,0.17,N,2
25,32500,MORTGAGE,3,EDUCATION,A,12500,7.9,0,0.38,N,4
21,18008,RENT,1,MEDICAL,B,3000,9.7,1,0.17,N,2
22,32500,MORTGAGE,6,DEBTCONSOLIDATION,A,2500,6.99,0,0.08,N,3
21,18864,RENT,0,HOMEIMPROVEMENT,B,3000,10.99,1,0.16,N,4
22,32500,MORTGAGE,5,DEBTCONSOLIDATION,B,14500,11.99,0,0.45,N,4
22,19000,RENT,5,VENTURE,C,3000,13.06,1,0.16,N,2
23,19200,RENT,3,VENTURE,C,3000,12.99,1,0.16,Y,2
23,19200,RENT,0,PERSONAL,B,3000,9.99,1,0.16,N,3
24,32500,MORTGAGE,6,MEDICAL,C,6600,12.73,0,0.2,N,4
26,32500,MORTGAGE,8,MEDICAL,C,3000,13.22,0,0.09,N,4
26,32500,MORTGAGE,0,HOMEIMPROVEMENT,A,3500,8.59,0,0.11,N,2
21,19200,RENT,0,PERSONAL,B,3000,10.99,1,0.16,N,2
22,19200,RENT,0,HOMEIMPROVEMENT,E,3000,,1,0.16,Y,3
22,20000,RENT,2,EDUCATION,C,3000,13.11,0,0.15,N,4
21,20004,RENT,2,EDUCATION,B,3000,10.37,0,0.15,N,3
24,20004,RENT,3,VENTURE,C,3000,,0,0.15,N,4
23,20800,RENT,0,DEBTCONSOLIDATION,B,3000,11.46,0,0.14,N,4
25,32760,MORTGAGE,6,VENTURE,B,6000,10.59,0,0.18,N,2
26,21000,RENT,3,PERSONAL,B,3000,10.59,0,0.14,N,2
23,21000,RENT,2,DEBTCONSOLIDATION,C,3000,12.68,0,0.14,Y,2
22,21600,RENT,2,EDUCATION,C,3000,13.49,0,0.14,N,3
21,32900,MORTGAGE,2,MEDICAL,B,3000,9.99,0,0.09,N,2
22,32968,OWN,6,EDUCATION,A,16500,8.9,0,0.5,N,4
24,22000,RENT,3,PERSONAL,B,3000,10.33,0,0.14,N,2
22,22800,RENT,3,MEDICAL,A,3000,6.62,0,0.13,N,3
22,23000,RENT,4,MEDICAL,A,3000,5.79,0,0.13,N,2
24,23000,RENT,0,EDUCATION,A,3000,8,0,0.13,N,3
22,33000,OWN,6,PERSONAL,B,12000,9.91,0,0.36,N,2
24,30000,RENT,2,EDUCATION,A,3000,6.03,0,0.1,N,3
22,30000,RENT,6,MEDICAL,B,3000,,0,0.1,N,4
24,30000,RENT,4,DEBTCONSOLIDATION,E,3000,19.29,1,0.1,Y,2
24,30000,RENT,2,PERSONAL,A,3000,7.49,0,0.1,N,3
22,33000,MORTGAGE,6,VENTURE,B,8875,10.65,0,0.27,N,4
23,30000,RENT,2,VENTURE,A,3000,7.49,0,0.1,N,2
24,30000,RENT,1,PERSONAL,B,3000,10.37,0,0.1,N,2
23,30000,RENT,0,MEDICAL,A,3000,5.79,0,0.1,N,3
25,30000,RENT,3,DEBTCONSOLIDATION,C,3000,12.98,0,0.1,N,3
23,30000,RENT,3,MEDICAL,D,3000,15.2,1,0.1,Y,2
21,30000,RENT,5,PERSONAL,B,3000,9.62,0,0.1,N,4
25,30000,RENT,3,PERSONAL,C,3000,13.61,0,0.1,N,2
22,30000,RENT,3,PERSONAL,B,3000,11.12,0,0.1,N,3
21,30000,RENT,4,EDUCATION,D,3000,16.32,0,0.1,Y,3
24,30000,RENT,8,MEDICAL,B,3000,11.86,0,0.1,N,4
24,30000,RENT,1,DEBTCONSOLIDATION,C,3000,13.98,1,0.1,Y,2
25,30000,RENT,4,MEDICAL,B,3000,,0,0.1,N,4
21,33000,OWN,,PERSONAL,A,2500,6.03,0,0.08,N,4
25,33000,MORTGAGE,6,EDUCATION,A,8000,6.62,0,0.24,N,4
21,33000,MORTGAGE,5,HOMEIMPROVEMENT,C,2000,14.27,1,0.06,N,4
25,30000,RENT,4,HOMEIMPROVEMENT,B,3000,12.21,1,0.1,N,4
21,30000,RENT,2,EDUCATION,B,3000,11.89,0,0.1,N,4
25,33000,MORTGAGE,9,MEDICAL,B,3000,11.99,0,0.09,N,2
24,30960,RENT,5,MEDICAL,D,3000,15.62,0,0.1,N,4
25,33000,MORTGAGE,9,VENTURE,A,5000,8.49,0,0.15,N,3
26,31131,RENT,0,MEDICAL,D,3000,13.36,1,0.1,Y,4
26,33000,OWN,,VENTURE,A,10150,8.49,0,0.31,N,2
22,31200,RENT,3,EDUCATION,B,3000,11.86,0,0.1,N,4
23,31200,RENT,2,EDUCATION,B,3000,11.89,0,0.1,N,2
22,31356,RENT,0,DEBTCONSOLIDATION,A,3000,7.68,0,0.1,N,4
23,33000,MORTGAGE,3,PERSONAL,D,8325,15.99,0,0.25,N,3
24,33000,MORTGAGE,3,PERSONAL,E,1250,19.29,0,0.04,N,4
23,33000,MORTGAGE,4,EDUCATION,A,8000,7.49,0,0.24,N,3
25,32000,RENT,3,DEBTCONSOLIDATION,A,3000,8.94,0,0.09,N,3
24,32000,RENT,4,MEDICAL,C,3000,12.29,0,0.09,Y,2
24,33000,MORTGAGE,8,HOMEIMPROVEMENT,C,2050,13.49,1,0.06,N,2
25,32004,RENT,0,DEBTCONSOLIDATION,A,3000,9.32,0,0.09,N,2
23,32400,RENT,6,VENTURE,B,3000,10,0,0.09,N,2
22,32400,RENT,5,PERSONAL,E,3000,16.45,0,0.09,N,3
26,32640,RENT,7,VENTURE,B,3000,10.75,0,0.09,N,2
26,33000,RENT,7,MEDICAL,A,3000,5.99,0,0.09,N,4
22,33000,MORTGAGE,5,DEBTCONSOLIDATION,A,12375,7.29,0,0.38,N,2
25,33000,RENT,3,VENTURE,A,3000,5.99,0,0.09,N,2
25,33000,RENT,6,PERSONAL,B,3000,10.95,0,0.09,N,4
26,33189,RENT,4,EDUCATION,B,3000,11.12,0,0.09,N,2
23,34008,RENT,5,VENTURE,B,3000,10,0,0.09,N,4
22,34500,RENT,3,DEBTCONSOLIDATION,B,3000,11.83,0,0.09,N,2
25,29000,RENT,9,MEDICAL,A,3000,6.62,1,0.1,N,2
22,35000,RENT,0,EDUCATION,B,3000,,0,0.09,N,2
23,35000,RENT,4,PERSONAL,C,3000,13.85,0,0.09,N,3
22,35000,RENT,5,EDUCATION,B,3000,10.01,0,0.09,N,2
22,29244,RENT,0,DEBTCONSOLIDATION,D,3000,13.3,1,0.1,Y,2
24,35256,RENT,2,DEBTCONSOLIDATION,B,3000,10.74,0,0.09,N,2
22,36000,RENT,0,PERSONAL,B,3000,11.71,0,0.08,N,3
23,36000,RENT,0,MEDICAL,A,3000,7.29,0,0.08,N,3
26,36000,RENT,3,EDUCATION,A,3000,7.88,0,0.08,N,4
24,36000,RENT,0,EDUCATION,C,3000,13.92,0,0.08,Y,3
23,33000,MORTGAGE,2,DEBTCONSOLIDATION,C,3000,14.35,0,0.09,Y,3
24,36600,RENT,4,DEBTCONSOLIDATION,B,3000,9.33,0,0.08,N,2
25,37000,RENT,2,MEDICAL,B,3000,11.71,0,0.08,N,2
21,33000,MORTGAGE,5,PERSONAL,B,7800,9.88,0,0.24,N,2
21,37000,RENT,0,EDUCATION,A,3000,6.39,0,0.08,N,3
25,31000,RENT,1,HOMEIMPROVEMENT,B,3000,,1,0.1,N,4
24,38000,RENT,2,EDUCATION,C,3000,13.06,0,0.08,N,4
21,38000,RENT,5,DEBTCONSOLIDATION,A,3000,7.05,0,0.08,N,4
22,38000,RENT,0,EDUCATION,C,3000,10.28,0,0.08,N,3
22,33000,MORTGAGE,4,EDUCATION,C,12500,14.26,0,0.38,N,2
24,33000,MORTGAGE,0,MEDICAL,A,8125,8.59,0,0.25,N,4
25,33000,MORTGAGE,4,EDUCATION,A,4400,8,0,0.13,N,3
24,38400,RENT,8,PERSONAL,E,3000,17.56,0,0.08,Y,2
25,38748,RENT,2,PERSONAL,A,3000,7.29,0,0.08,N,3
24,33000,MORTGAGE,3,VENTURE,C,4000,13.04,0,0.12,N,4
26,33000,RENT,2,MEDICAL,B,3000,11.49,1,0.09,N,3
22,39996,RENT,4,PERSONAL,C,3000,14.35,0,0.08,Y,3
26,33000,MORTGAGE,10,PERSONAL,A,7000,7.43,0,0.21,N,4
23,33012,OWN,2,EDUCATION,B,12200,10.99,0,0.37,N,4
23,40000,RENT,2,PERSONAL,C,3000,13.49,0,0.07,N,3
24,40000,RENT,1,PERSONAL,B,3000,10.74,0,0.07,N,3
23,33098,MORTGAGE,,DEBTCONSOLIDATION,D,9000,16.29,1,0.27,Y,3
21,40000,RENT,0,VENTURE,A,3000,,0,0.07,N,3
21,33168,MORTGAGE,6,PERSONAL,B,6425,9.63,0,0.19,N,3
25,40000,RENT,2,MEDICAL,B,3000,10.25,0,0.07,N,2
24,40000,RENT,1,MEDICAL,C,3000,14.22,0,0.07,N,4
22,37000,RENT,2,DEBTCONSOLIDATION,E,3000,20.3,1,0.08,N,2
23,43000,RENT,1,EDUCATION,A,3000,8.49,0,0.07,N,4
22,37000,RENT,6,DEBTCONSOLIDATION,B,3000,11.11,1,0.08,N,2
23,37000,RENT,7,EDUCATION,B,3000,10.75,1,0.08,N,4
25,43200,RENT,3,PERSONAL,C,3000,13.8,0,0.07,Y,3
22,43200,RENT,4,EDUCATION,C,3000,13.72,0,0.07,Y,3
22,43500,RENT,0,EDUCATION,A,3000,5.42,0,0.07,N,3
24,43500,RENT,1,PERSONAL,A,3000,8,0,0.07,N,2
21,33280,MORTGAGE,5,VENTURE,C,11200,13.92,1,0.34,N,4
23,43949,RENT,7,MEDICAL,B,3000,11.49,0,0.07,N,3
23,44000,RENT,2,MEDICAL,B,3000,9.25,0,0.07,N,3
23,33300,OWN,2,VENTURE,C,9000,13.57,0,0.27,Y,4
25,33316,MORTGAGE,4,VENTURE,A,5000,6.54,0,0.15,N,2
24,33321,OWN,4,VENTURE,C,12250,13.11,0,0.37,Y,4
24,33360,MORTGAGE,6,DEBTCONSOLIDATION,B,6000,10.59,0,0.18,N,3
24,33360,MORTGAGE,7,HOMEIMPROVEMENT,A,2500,7.14,0,0.07,N,3
25,45000,RENT,4,MEDICAL,A,3000,7.9,0,0.07,N,4
24,33390,MORTGAGE,4,HOMEIMPROVEMENT,A,10000,,0,0.3,N,4
24,45000,RENT,8,MEDICAL,A,3000,7.49,0,0.07,N,4
24,45000,RENT,1,DEBTCONSOLIDATION,B,3000,9.99,0,0.07,N,4
22,45000,RENT,3,PERSONAL,B,3000,11.99,0,0.07,N,4
26,39000,RENT,11,EDUCATION,C,3000,,1,0.08,Y,2
24,39000,RENT,0,MEDICAL,D,3000,14.61,1,0.08,Y,4
22,45000,RENT,2,EDUCATION,A,3000,,0,0.07,N,3
24,45000,RENT,4,VENTURE,A,3000,9.32,0,0.07,N,2
21,39327,RENT,5,MEDICAL,D,3000,13.67,1,0.08,N,2
23,33600,MORTGAGE,3,MEDICAL,A,4200,,0,0.13,N,3
24,39996,RENT,2,EDUCATION,C,3000,,1,0.08,Y,3
25,33600,MORTGAGE,9,MEDICAL,A,7125,7.51,0,0.21,N,3
22,33600,OWN,1,MEDICAL,D,5000,18.25,0,0.15,N,2
24,33600,MORTGAGE,3,PERSONAL,A,2500,8.9,0,0.07,N,2
24,40000,RENT,,EDUCATION,D,3000,17.27,1,0.07,N,2
25,46250,RENT,2,MEDICAL,A,3000,,0,0.06,N,3
23,33600,MORTGAGE,8,PERSONAL,A,8000,6.99,0,0.24,N,2
22,47000,RENT,3,EDUCATION,A,3000,6.62,0,0.06,N,2
21,47208,RENT,2,PERSONAL,C,3000,13.92,0,0.06,Y,2
25,33600,OWN,9,VENTURE,A,9750,,0,0.29,N,3
26,47500,RENT,8,VENTURE,A,3000,6.76,0,0.06,N,2
23,33600,MORTGAGE,,DEBTCONSOLIDATION,C,4000,14.79,0,0.12,N,2
24,42000,RENT,9,DEBTCONSOLIDATION,E,3000,,1,0.07,Y,3
24,33600,MORTGAGE,,VENTURE,A,12000,5.42,0,0.36,N,2
25,48000,RENT,2,DEBTCONSOLIDATION,A,3000,,0,0.06,N,4
22,48000,RENT,0,PERSONAL,C,3000,14.79,0,0.06,N,2
25,48000,RENT,0,EDUCATION,C,3000,13.47,0,0.06,Y,4
21,48000,RENT,2,EDUCATION,B,3000,9.76,0,0.06,N,4
26,48000,RENT,4,MEDICAL,B,3000,10.14,0,0.06,N,3
25,33600,MORTGAGE,1,VENTURE,B,12000,9.99,0,0.36,N,3
22,49800,RENT,1,PERSONAL,A,3000,7.88,0,0.06,N,3
25,50000,RENT,5,HOMEIMPROVEMENT,A,3000,6.03,0,0.06,N,3
26,44000,RENT,0,HOMEIMPROVEMENT,A,3000,7.49,1,0.07,N,4
23,50000,RENT,1,DEBTCONSOLIDATION,A,3000,8.49,0,0.06,N,2
23,44000,RENT,4,DEBTCONSOLIDATION,A,3000,7.66,1,0.07,N,4
23,50000,RENT,0,EDUCATION,A,3000,6.91,0,0.06,N,2
22,33600,MORTGAGE,7,EDUCATION,A,10750,7.88,0,0.32,N,2
23,44000,RENT,4,PERSONAL,B,3000,9.62,1,0.07,N,4
22,33600,MORTGAGE,6,VENTURE,A,5000,7.14,0,0.15,N,3
23,50000,RENT,6,EDUCATION,C,3000,,0,0.06,Y,2
26,50000,RENT,8,PERSONAL,B,3000,9.88,0,0.06,N,4
22,50000,RENT,6,PERSONAL,B,3000,10.99,0,0.06,N,3
24,51000,RENT,1,DEBTCONSOLIDATION,A,3000,8.9,0,0.06,N,2
24,51600,RENT,8,HOMEIMPROVEMENT,B,3000,10.65,0,0.06,N,3
24,51600,RENT,1,HOMEIMPROVEMENT,C,3000,12.68,0,0.06,Y,4
24,51684,RENT,8,PERSONAL,B,3000,10.59,0,0.06,N,2
22,45996,RENT,0,MEDICAL,D,3000,15.62,1,0.07,Y,2
